10890 USA|TX Power Ranger
10891 USA|MI Oriolebots
10892 USA|UT HammerTime 10892
10899 USA|VT Mansfield Mechanics United
10902 USA|TX Techno Pirates
10904 USA|TX CyberWolves
10911 USA|MI Carrollton Cavatrons
10912 USA|MA Blue Bot Group
10914 USA|TX Delta
10916 USA|MO Team S.H.R.E.K.
10917 USA|CA ninja-te.ch
10920 USA|NJ The Prototype Panthers
10921 USA|TX Falcons
10922 USA|AR Terminators
10923 USA|NY The Down Unders
10924 USA|NM Beta Hawks
10925 USA|OR Spartacles
10933 USA|NY Tech Titans
10934 USA|AE Vicenza HS
10935 USA|AE Bahrain
10936 USA|AE Sigonella High School
10939 USA|AE LHS RoboLancers ~2
10940 USA|AE Ramstein HS - #1  - Superfluou's A'postrphe's
10941 USA|AE SHAPE HS
10942 USA|AE Vilseck HS (Team 1)
10944 USA|AE Kaiserslautern HS 2
10945 USA|TX Toaster Squad
10948 USA|IN PHMS Engineer Pioneers
10949 USA|NY Indians
10950 USA|IN PHMS - Geared Gals
10960 USA|UT EaglEbots
10963 USA|TX  KI Falcons
10969 USA|TX Ir0n K!ng$
10970 USA|TX Bull Dog Auto Bots
10971 USA|TX Lady Bull Dog Bots
10973 USA|TX Retro Dogs
10974 USA|NJ IronMariners
10975 USA|NJ Raiders-ShortCircuits
10980 USA|FL Cookiebytes
10982 USA|TX Ulrich Robotics
10984 USA|AZ Beep Patrol
10985 USA|TX Toxic Geckos
10986 USA|IA ARC
10990 USA|ID Mountain Home AFB
10993 USA|TX Pharr Police Athletic League
10994 USA|TX PSJA Buell HS
10995 USA|TX T-STEM FTC 1
10996 USA|TX T-STEM FTC 2
10998 USA|AK MechaLynx
11000 USA|TX Rowe-botic Warriors
11002 USA|UT Die Toaster, Die!
11003 USA|NJ Cyber Blue
11004 USA|TX Heartbreakers
11009 USA|TX McHi Robodogs
11013 USA|MI AHCS CouGears
11014 USA|OR Chemawa Brave Bots
11018 USA|TX RoBovine
11019 USA|TX RRock^3
11020 USA|FL Terminators
11021 USA|MO Catalyst
11025 USA|TX Taurus
11026 USA|GA Rebel Robotics FTC
11027 USA|PA NA First
11030 USA|TX Metal Jackets
11031 USA|MS BentonBots 2.0
11033 USA|MS Team Avengers
11034 USA|IN Cavemen Robotics
11039 USA|CA Innov8rz
11041 Czech Republic|106 FalconTech
11042 Australia|QLD MalFunction
11049 USA|IL Unstable Nucleus
11054 USA|NM Brain Hackers
11056 Israel|D The Y bot
11062 USA|UT Cookienauts
11063 USA|MT eNDVR
11068 USA|TX KIPP Eaglebots
11072 USA|IL Fe  ArSeNAl
11073 USA|MO Brobotics
11076 USA|RI Chariho Middle School
11078 USA|UT Diet Water
11079 USA|NE Nuts & Bolts
11081 USA|KY ftcSPARC
11083 USA|VT Quantum Ghosts
11085 USA|TX MHS
11087 USA|NY Curiobot
11088 USA|NY STOBOR
11089 USA|OR Bytes of Kitkats
11090 USA|TX Chaos Monkeyz
11091 USA|OH Reynoldsburg Robotics
11092 USA|MO The Dark Side
11093 USA|TX MegaKnytes
11094 Canada|BC Canucks and Bolts
11095 USA|OH Loose Screws
11096 USA|GA East Cobb Robotics FTC 
11097 USA|TX Cyber Surge
11098 USA|MI Nuclear Norsemen
11100 USA|MA We are Robo
11101 USA|CA Team STEAM
11102 USA|MO Team M.O.R.E. (Marshall Owls Robotics & Engineering)
11103 USA|NH Tech Tonix
11104 USA|WA Bearded Pineapples
11108 USA|AR Bomb Squad: STEMinists
11109 USA|WA Pirate Tekerz
11112 USA|VA RoboLords
11114 USA|IN Ultrasonic Scouts
11115 USA|NH Gluten Free
11117 USA|MN St. Paul Academy and Summit School
11120 USA|WA CPR Eagles
11121 USA|WA Fishy Business, Inc. (FBI)
11123 USA|WA Fuzzy Logic
11124 USA|NJ Angelbots
11125 South Korea|49 BEARIER
11127 USA|GA Whitefield Robotics
11128 USA|CA Inspiration
11129 USA|MI RoboTitans
11130 USA|IN Kokomo RoboKats
11132 USA|NJ HERD (High School Engineering Robotics Division)
11134 USA|WA Szechuan Sauce
11137 USA|MO E-Lemon-Ators
11138 USA|WA Robo Eclipse
11139 USA|IL Knight Owls
11140 Mexico|SON TAES 
11141 USA|GA Neon Nights Reload
11142 USA|IA Robo Minions Rebooted
11143 Australia|NSW Barker Orangebacks
11144 Australia|NSW Barker Bluebacks
11145 Australia|NSW Barker Greenbacks
11146 Australia|NSW Barker Pinkbacks
11147 Australia|NSW Barker FTC 6 2017
11148 Australia|NSW Barker FTC 7 2017
11149 USA|TX LAB RATS Robotics & Engineering
11150 USA|MN Thunder PengWin Robotics Team
11154 USA|PA Widener-Chester
11155 USA|TX Clash of Coders
11156 USA|TX Harlingen High School
11157 USA|TX Harlingen High School South
11158 USA|TX ECHS Robotics
11159 USA|TX Dr. Abraham P Cano Freshman Academy
11161 USA|TN Tennessee Robotics Club
11163 USA|IL LadyTitans
11164 USA|TX Electric Boogaloo
11165 USA|HI O-Bots
11166 USA|NJ Big Red Robotics
11167 USA|CA Verdugo Hills High School Robotics
11168 USA|AK The Quantum Mechanics
11170 USA|OR Central Catholic High School
11171 USA|TX Charge
11172 USA|FL Bolles Bots Bartram
11173 USA|NJ Hall of Pi
11174 USA|CT mc² Robotics
11175 USA|MN Providence Academy Lions
11176 USA|MI Panthers
11177 USA|IL Gear Grinders
11179 USA|OK St. John Bosco Knights
11180 USA|NJ Beaks n' Bolts Robotics
11181 USA|MI Robo-Raptors
11182 USA|CA Wolverines
11183 USA|NV McQueen High School- 32 Bit
11184 USA|NY Obsidian Fortress
11185 USA|TX Robotic Revolution
11186 USA|WA Mecha-Mules
11187 USA|OH AZTECHS FTC
11188 USA|CT Team NOVA
11190 USA|MN MechaDojo
11191 USA|MO Red Vectors
11192 Israel|M Black Tigers
11193 USA|MI Flying DutchBots
11194 USA|NJ Ante-Bionics
11195 USA|MS Envisioneers II
11197 USA|MS Envisioneers III
11198 USA|IN Ingene Intermediate Mechatronics 
11199 USA|FL Forge
11200 USA|LA Phenomena
11201 USA|CA Piedmont Pioneers
11203 USA|MO DuRT (DeSmet ultimate Robotics Team)
11204 USA|FL Shark A-Tech
11205 USA|NY Edgemont Robotics Club
11206 USA|MN Ordean Devil Dogs
11207 USA|IL Iron Panthers
11208 USA|PA Kardia Robotics
11209 USA|VA Code Crushing Griffins
11210 USA|PA Infinity Robotechs
11211 USA|OH Tiger Robotics
11212 USA|CA The Clueless 
11213 USA|CA Mustangs
11214 USA|SC Ground Shakers
11215 USA|MD TechBrick FTC 11215
11216 USA|NY Buffering
11219 USA|AZ Canyon State Techies
11220 USA|LA Bayou Bots
11221 USA|MS Boxcar Children
11222 USA|IA TROJAN TERABYTES 
11225 USA|KY DELTA Robotics (Louisville Collegiate School)
11227 USA|TX Gears^5 Power
11228 USA|MI Cityside Middle School 
11230 USA|MI OMS ElektraKatz
11231 USA|MI Cyborg Cats
11232 USA|CA RoboRaptors 1 
11233 USA|WA Charlie
11234 USA|WA Chandra
11235 USA|IL Retro Robotics
11236 USA|NJ IbotBuilders
11238 USA|NV STEAMERS
11240 USA|OK Tech Terrorz
11241 USA|NJ Blue Steel
11242 USA|TX ERROR 451 - Unavailable for Legal Reasons
11243 USA|TX KIPP Cyber Senators
11244 USA|MI Thunderbots 
11245 USA|NY Victor FTC Team 1
11246 USA|NY Victor FTC Team 2
11247 USA|TX Deady Middle School
11248 USA|NJ //Cougars
11249 USA|TX Mc Reynolds MS Mighty Bears
11250 USA|TX Dragon Bots
11251 USA|MA Lexington Legoheads
11252 USA|IA RoboCats Black
11253 USA|NJ Roxbotix Jr.
11254 USA|MI Robo Rhinos
11255 USA|OR TSAR
11256 USA|CA Nano Nerds
11257 USA|NJ Robotic Rockettes
11258 Australia|NSW Barker FTC 3 2017
11259 USA|AR Team ATOM 
11260 USA|CO Up-A-Creek Robotics 
11261 USA|WV Team S.T.R.A.N.G.E
11262 USA|IN Patriot Bot 
11263 USA|FL TechnoMancers
11264 USA|SD Bots in Black 
11265 USA|MD Astro-Tigers
11266 USA|MI Black River
11267 USA|TX Call of EON (Engineers of the New Age) Black ops III
11268 USA|IA Atomic
11269 USA|MS Titan Robotics
11270 USA|MN FTC Athena
11271 USA|IA RoboTux
11272 USA|IN Faith Christian School
11279 USA|MS Pure Imagination
11281 USA|NY WCV Team FTC
11282 USA|NH Founders Academy FTC
11283 USA|IL Mmm...Java
11285 USA|CA PATENT PENDING
11288 USA|CA Seminerds
11289 USA|IL Rochester Robocatz
11290 USA|MN TAXI K.A.B.D
11291 USA|TX Fe-males
11294 USA|TX Trillbotic Colts
11295 USA|CO Terror-bytes
11296 USA|NM Airship Pirates
11297 USA|NM Nerds Bots
11298 USA|NM Iron Flower
11299 USA|MN CrushBots
11300 USA|NM Sarracino MS FTC
11301 USA|MN Maranatha Christian Academy FTC 1
11302 USA|OH Next Nova 
11303 USA|MO Y Bridge 4H Robotics
11304 USA|NJ Ridge Robotics
11305 USA|MI Vallibots
11306 USA|NJ Prototype G
11307 USA|MI Laker Droids
11308 USA|CO MindCrafters FTC - YISE
11310 USA|CO Mesa Ridge Grizzlies
11311 USA|CA Paragon
11312 USA|TX JSTEM Lightning 11312
11313 USA|CA UniqueHorns
11316 USA|IA Weapons of Mass Construction
11317 USA|MI Engineers
11318 USA|MI Engineers Bravo
11319 USA|PA La Salle Robotics BLUE
11322 Australia|QLD Grace Ananas FTC
11327 USA|TX TECH AVATARS
11329 USA|IN ICE Robotics
11330 USA|CO DR Robotics
11332 USA|CA LASERS
11333 USA|CA Samurai
11334 USA|CA Alpha Tech
11335 USA|CA Delta Tech
11336 USA|CA Red Snow Robotics
11337 USA|CA Robonauts
11338 USA|TX JSTEM Lightning 11338
11339 USA|TX Williams Warrior Robotics
11340 USA|MI Iron Eagles
11341 USA|TX ViBøts 
11342 USA|AE Ramstein HS - #2 - Plethora O' Punctuation
11343 USA|FL CDS Patriot Bots
11344 USA|OK Merritt Oilers
11347 USA|GA The CircuitRunners - Black
11348 USA|OK Moore High School Lions
11349 USA|PA McCaskey Robotics
11350 USA|CA Sloth Slowbotics
11351 USA|WI R^3B
11353 USA|WI The Formal Emus
11354 USA|OK The Midnight Ostrich Runners
11356 USA|MI Robosonics
11357 USA|MO CrusaderBots
11358 USA|MA Silver Circuit
11359 USA|MA SilverBots
11360 USA|MI Space Unicorns
11362 USA|WV M Cubed
11363 USA|CA Silent Bot Deadly
11364 USA|GA Eagle Robotics - Diamond Plate
11365 USA|AZ Ticket To Paradise
11366 USA|TX The Smarty Party
11367 USA|MI Omegabots
11369 USA|CO Widefield Gladiator
11370 USA|CO Spartans
11371 USA|CO Wolv-n-ators
11372 USA|CO Janitell Jagwires
11373 USA|IL PowerSurge 2.0
11375 USA|MS Teen Tech
11376 USA|OK Tuttle CyberTigers - Black
11377 USA|AE Ankara Unit School
11379 USA|CA PowerOp
11380 USA|CA Golden Path
11382 USA|IL D92 Vulcan
11383 USA|GA Fortissimus
11384 USA|IA FTC Thunderstruck
11385 USA|CA Thee Wood Warriors
11386 USA|CA Sentinel One
11387 USA|CA iHexagon
11388 USA|WA TechnoTurtles
11390 USA|IA Not Fast, Just Furious
11391 USA|IA Robotic Rails
11392 USA|IL Defenestration
11394 USA|MI PixelBotics
11395 USA|IL Crystal Lake South Robotics
11396 USA|NJ Eastern Christian Eaglebot
11397 USA|OR  BBIT
11398 USA|IN Wired Knights
11399 USA|AZ Pascal's Pandas
11401 USA|NY Girl Powered Robotics (GPR)
11406 USA|AE Stuttgart HS Panthers
11407 USA|AE Vilseck HS Falcons
11409 USA|MN M.E.M.E. Mechanically Engineered Metal Enigma
11410 USA|IL Perspectives Warriors
11411 USA|CA Cherry Pi
11412 USA|MN Green Stop Sign  Chisago Lakes Middle School
11413 USA|MN Auto  Anonymous Chisago Lakes Middle School 
11414 USA|WI Fondy Fire
11417 USA|MN Static Screws
11418 USA|IA CCA Middle
11419 USA|TX Jasper Jaguar Robotics Team
11422 USA|VA Tunstall Titans
11424 USA|NC Thales Academy Centurions 
11425 USA|TX Murphy Mavericks Robotics Team
11426 USA|CA Knights
11429 USA|FL The Mechanical Bulls
11433 USA|GA Pataula Panthers Golden Gears Robotics Team
11434 USA|FL JagWires
11436 USA|NE Hall County
11437 USA|OH Scotbot11437
11438 USA|MI SAY Play Warriors 2
11439 Israel|D SDEROT
11440 USA|PA Ohmega
11441 USA|OR Chronobreak
11442 USA|OR Blackbird
11444 USA|SC Garnet Squadron
11446 USA|TX Tech Know Logic
11447 USA|OR New NERDs on the Block
11450 USA|NJ Dickinson Rams
11451 USA|NJ Alphabots
11452 Israel|M Chappie
11453 USA|NY Uncertainty Principle
11454 USA|SC Penguineers
11455 USA|TX Gutierrez Jags
11456 USA|NJ Blair Academy
11457 USA|MO STARbots
11459 USA|MN White Sabers
11460 USA|MA Sliced Breadboards
11461 USA|IL BOT Spot Robots
11462 USA|IL Mechanical Muses
11463 USA|IL Eisenhower High School
11465 USA|FL Fort White Indibots
11466 USA|CA Tino Voyagers
11467 USA|CA tinorobotics2016A
11468 USA|TN Baylor Robotics
11469 USA|MS Piney Woods Robotics Team
11470 USA|MO Jennings
11471 USA|NV Codebusters
11472 USA|TX Rice RavenClaw
11473 USA|MA Oxford High School
11475 USA|CA Teravoltz
11477 USA|WA Four Eyes
11478 USA|IA -cuberoot(-i pi)! 
11479 USA|VA Orbital Robotics
11480 USA|IA Hyperspeed
11481 USA|IA da Vinci Robo Mentality
11482 USA|NH MaverBITS
11483 USA|IN Steel Spartans
11484 USA|VA JMHS Robotics - French Toast Bunch
11485 USA|OK Wyldcats
11487 USA|WA Gibson Ek Robotics
11488 USA|MN Solid
11490 USA|WI Muffin Tanks
11493 USA|PA The Upside Down
11496 USA|IL MacArthur High School
11497 USA|AK CHS Wolverines
11499 USA|FL Pink Pelicans
11500 USA|MD St. Mark Robotics
11501 USA|MO White Vectors
11503 USA|TX ViperBots HyperFang
11504 USA|CA Xenon
11505 Australia|QLD The Sea Team
11506 Australia|QLD The Bee Team
11513 USA|CA Guards 
11514 USA|MO Nexus
11517 USA|NY Digital Darlings
11518 USA|GA The ATCEPA Robotics Team
11519 USA|NM South Valley Preparatory
11520 USA|MI Omegabots
11523 USA|GA Mechanics In Black
11524 USA|TX Team Name Wanted: Dead or Alive
11525 USA|MD Minerva's Mechanics
11526 USA|LA Dominican Valkyries 
11528 USA|NC Bots of Prey
11529 USA|AZ Navajo Code Writers
11530 Israel|JM Hayovel
11531 USA|MI Techno Trojans II
11532 USA|FL Arghbots
11533 USA|MD BRAINS
11534 USA|MD Bot Brigade Quartic
11536 USA|NH Derryfield School
11537 USA|MO Blazing Comets
11539 USA|MO Team Voltage
11540 USA|PA La Salle Robotics GOLD
11541 USA|WA Little Lost robot
11542 USA|AL Fidget Widgets
11543 USA|NC West Pine Wiredcats
11545 USA|OR Dread Pirate Robots
11546 USA|CA BWS Eaglets
11547 USA|OR Talk Nerdy To Me
11548 USA|CA MaD Robotics
11549 USA|TX Rhomans
11552 USA|MD tbd
11553 USA|MD Indiana Drones
11554 USA|PA Bot of Gold
11555 USA|FL JEDI KNIGHTS
11556 USA|OR Valley Catholic Robotics
11559 USA|MI Flaming Pigeons - GR Montessori
11561 USA|CO Mustangs
11563 USA|TX Hedrick Garage
11564 USA|CA Mechademics
11565 USA|MN We Robot
11566 USA|MN Tough Cookies
11570 USA|WI Étude Engineers
11572 USA|OK Mouse Spit
11574 USA|NV Sonic Screwdrivers
11575 USA|CA Robust Robots
11576 USA|NM Zombies
11580 USA|OH StemPunks
11581 USA|MN FTC Ramhawks
11582 USA|KY RoboCats
11586 USA|MN Becker MS Discovery
11587 USA|NM Starry Knights
11588 USA|NC Deus Ex Machina
11589 Canada|BC Fusion
11590 USA|TX Akins RoboEagles!!!
11591 USA|OR AEMBOT
11594 USA|TX G.P.S.
11595 USA|GA GA STEM Power
11598 USA|AZ SFdA Saints
11606 USA|LA Cubs
11607 USA|NY HazMatrix
11608 USA|MN Crimson Robotics Architects
11609 USA|MN Crimson Robotics Team Bee Movie
11612 USA|MN Crimson Robotics Team Catalyst
11613 USA|MN Crimson Robotics Dandy Lions
11614 USA|NC PCH Robo Patriots
11615 USA|MN Pantherbots
11616 USA|MI Wire-Catz
11617 USA|MI Chelsea Glitch
11618 USA|MI Chelsea Gremlins
11619 USA|FL Rust In Pieces
11621 USA|MN Light Speed
11622 USA|NC Vikings Too!
11624 USA|VA Robocats
11625 USA|OR Clockwork Robotics
11626 USA|PA K-9's
11628 USA|FL Coding Hope
11629 USA|TX Todoians
11630 USA|VA C^2 Robotics - Carroll County High School
11637 USA|MI Grease Wolves
11639 Canada|AB OpCom
11640 USA|TX Redstone Warriors
11643 USA|CA Hercules Robotics
11645 USA|TX Tigerbots
11647 USA|IL GnomeBots
11649 USA|NY Portledge Robo Time
11650 USA|FL Tech-Tiger Robotics
11653 USA|WY Super Terrific Engineering Maniacs
11654 USA|UT Plus or Minos
11656 USA|CA iKickBots
11657 Australia|SA RoboVengers
11659 USA|MO Wheaton Robodogs
11660 USA|OR Rocket Robotics - Falcons
11661 USA|UT Fort Defenders
11663 USA|IL Mundelein Robotics
11664 USA|WA OWS BotCatz
11665 USA|NV Ravenclaw
11666 USA|AZ Griffin Robotics
11667 USA|MN We Robot 2
11668 USA|MI STEAM Works
11672 USA|PA Keith Valley Robo Hatters Red
11673 USA|PA Keith Valley Robo Hatters Black
11675 USA|TN HVA RoHAWKtics
11676 USA|TX Lexan Pixies
11677 USA|MN MURA FTC
11678 USA|MO Arrow Flight 
11681 USA|FL BANANAS
11682 USA|NH Botman and Robo
11683 USA|CA RoboKnights Too
11684 USA|MO GSA Cardinals
11685 USA|IL Talon Tech
11686 USA|NC Mechanical Madness 
11687 USA|RI Lincoln School
11688 USA|CA Dads' Club Robotics
11689 USA|CA We Love Pi
11691 USA|MI Scripps Dragons
11695 USA|MD tbd
11697 USA|NJ Ro11botics697
11698 USA|MS Lamar Christian
11700 USA|VA AISeahorse
11701 USA|AZ Elksplosion
11702 USA|GA Sentinel Robotics
11703 USA|OR Rough Cut Robotics
11704 USA|MO Peanuts and Lightning Bolts
11705 USA|MI JC Strong Bots
11706 USA|FL Robots in Paradise
11709 USA|NC Hairston Tsunami Surfers 
11710 USA|FL RoboRaiders
11711 USA|GA Tech Tigers
11712 Canada|AB Aberhart Robotics Republic (Orange)
11714 USA|MI Burr Oak BossCats
11717 USA|MI Circuit Breakers
11718 USA|VA Warren County Wildcats
11719 USA|TX Iron Hook
11720 USA|TX PUROBOTS
11721 USA|IA Outlaws
11722 Canada|AB Real Virtuality
11723 USA|MA Canton GearHounds
11724 USA|MN Black Widows
11725 USA|MO Pharobots
11727 USA|MI MLK Jr. Academy Neutrons
11729 USA|MI Chelsea Crash
11735 USA|MI Robo Toasters Blue
11736 USA|CA RASCALS
11737 Egypt|PTS Wise Gears
11738 USA|MN Dragon Pie
11739 USA|MI Cyborg Wolves
11742 USA|TX Matbotz
11744 Israel|Z Galileo
11745 USA|TX Red Scare
11750 USA|GA Bellatorum
11752 USA|IL Orphan Bots
11754 USA|NJ EnergySmart FTC
11757 USA|MN Rebellious Robots
11758 USA|MI ATA Inventors II
11759 USA|MI ATA Inventors IV
11760 USA|UT IndieGirls 11760
11761 USA|TX Theory of Robotivity
11767 USA|MI Meridian Jr. Mustangs
11768 USA|MO N.E.O.N.
11769 USA|MI Robotic Panthers
11770 USA|CA Curiosity
11771 USA|MO Allen Village School Robotics
11772 USA|IL JAVATOMIC
11773 USA|TX DOGPOUND
11774 USA|FL Palatka High School Robo-Panthers
11776 USA|TX Pyro Sharks
11777 USA|NE Titanium Badgers
11779 USA|NY AC Aces
11780 USA|NH B.L.U.E Squared
11781 USA|OH MVS Rambotics
11782 USA|TX Robo Pirates - MUTINY
11783 USA|MO The Mystery Machines
11785 USA|MO Code 31
11786 USA|MI 2PawsRoboticsJr
11787 USA|WA SMART
11791 USA|TX Marvin The Martian
11792 USA|PA BotsBurgh
11793 USA|TX TRICERABOTS
11794 USA|AZ Sunrise Koolbotics
11795 USA|IL ITW David Speer Academy 2
11802 Australia|NSW Illuminuts
11803 Israel|HA achva gilboa
11804 USA|VA Señor Loadenstein
11807 Chinese Taipei|CYQ CMS
11811 USA|TX DDoS Robotics
11812 USA|MN We Robot 3
11813 USA|WA Thunderbots
11814 USA|IN Tinker Tech
11819 USA|MN Mad Machinists
11821 USA|IL Voltage
11822 USA|IL S.T.E.M. - Bulldogs
11823 Israel|HA NightMare
11824 USA|AZ Veritas Prep Robotics
11825 USA|CA Graveyard Shift
11826 USA|TX Bionic Sharks
11827 USA|TX HoundBot
11828 USA|WA White Salmon  Snakes
11829 USA|LA CPA-Tech Challenge
11830 USA|PA RarBots
11831 USA|TX Blue Spark Robotics
11833 USA|NJ Oasis Orbiters
11834 USA|IA Norwegian Ninjas
11835 USA|NJ Oasis Orions
11837 USA|IN ZenoBots
11838 USA|MN Robots of the Round Table
11839 USA|MN Metal Melters
11841 USA|SC STEAM Punks
11842 USA|CA Cyber War Machines
11843 Canada|BC Island Connect Ed
11844 USA|MN Johnson's Jets
11846 USA|MI Wayland Wildcat Cat-a-Tech-Nics
11847 USA|OR Cascade Carbon Cyborgs
11848 USA|IL Spare Parts Robotics
11851 USA|MI East Grand Rapids Middle School
11852 USA|ID High Voltage Rodeo Clowns
11855 USA|MI Joe Bots - Blue
11856 USA|IA ROBOTICATS
11857 USA|GA Patriotrons
11861 USA|MI Yooper Troopers
11865 USA|WA Steel Hearts
11866 USA|NH Gigabyte
11867 USA|OK MNMS Stallions
11870 USA|MI West Bloomfield Short Circuit
11871 USA|NJ Voltron
11872 USA|MN Visible Spectrum
11873 USA|MN Parallax Shift
11874 USA|KS Blue Valley CAPS  Metal Mavericks
11875 USA|NY Pb Lead Heads
11877 USA|CT Rock n' Robots
11880 USA|IL Vertical Vectors
11886 USA|MD Crossroads
11888 USA|WA Rotag
11890 USA|OR Reverse Polar-ity
11891 USA|FL RoboStingers
11892 USA|FL Hilliard High School Flashes
11893 USA|FL Fernandina Beach High School Pirates
11895 USA|CA South City Robodudes
11897 USA|MO RoboFoxes
11898 USA|CA Newark Memorial Robuckets
11899 USA|MI Roboscouts
11901 Israel|D Black Magic
11903 USA|MN Happy Little Robots
11904 USA|MN Likwid
11905 USA|OR The Pack
11907 USA|DE Newark Yellowjackets
11908 USA|KS Gardner Edgerton Electric Kiwis
11909 USA|OH Cuyahoga Falls High School Robotics Club
11911 USA|TX JPS Falcons
11912 USA|TX Stevens Falcons
11913 USA|TX Bots and Boujee
11915 USA|OH Dragons
11917 Canada|AB Sting Robotics FTC
11918 USA|TX Grizzly Bots
11919 USA|TX Leopardrobo.1
11920 USA|CA Quarry Lane Cougars
11924 USA|TX Martin Robots
11927 USA|OR Wired Wings Robotics
11929 USA|MN Crimson Robotics Team Egg
11930 USA|TX OB Robots
11931 USA|IL Super Sonics
11932 USA|MI Tech Dogs
11933 USA|MI Lock Jaw
11934 USA|TX Obama Robotics
11935 USA|MN Nativity Circuit Sisters
11936 USA|TX Tidehaven Junior High System Overload
11938 USA|CA GPA Eagles Robotics Team
11939 USA|TX Tidehaven High Okward Guys
11940 USA|MI Coyote Constructinators
11941 USA|MN Nativity NightHawks Blue
11943 USA|NY The Nighthawks
11944 USA|MT GFHS Thundering Herd
11946 USA|CO A. Lincoln High School
11948 USA|CO Abraham Lincoln HS - Team #2
11949 USA|MN Team Tec Man
11951 USA|NJ Team Eagle Tech
11952 USA|MA RHS FTC
11953 USA|MA DonkeyBotz
11959 USA|IN Kernel Panic
11965 USA|MO Steampunks
11968 USA|NE Titan Robotics
11969 USA|NC RoboFalcons
11970 USA|WA Titanium Talons 
11973 USA|ID Riverstone OtterBotix
11974 USA|MI MooCrew
11975 USA|NY South Lewis HS
11976 USA|MA BrandoBots
11979 USA|NY Falcon-Bots
11980 USA|AZ Team Viper
11981 USA|NY YOF-Team Hidary
11985 USA|KY Whitefield Miss Calculation
11986 USA|TX Bushland Robotics- Robo Alliance
11987 USA|MI East Grand Rapids Middle School 
11988 USA|NY Crusader Robotics
11989 USA|MN Rosemount Middle Robotics 2
11990 USA|WA Run_Kano
11992 USA|IN Radioactivity
11994 USA|OR Hand of Ultron 
11995 USA|NY TACA
11997 USA|NY Heights Techies
11998 Australia|TAS Metal Minds Robotics Inc
11999 USA|MI Wyoming Little Demons
12000 USA|OR Split
12003 USA|PA Roboneers
12005 USA|WA GPrep Lightning
12006 Canada|BC Royal Bay Robotics
12007 USA|PA JayBorgs
12009 USA|CA Terminal Ferocity
12010 USA|NC ChargerBots
12011 USA|NY InTigers
12013 USA|OH RoboBacon
12014 USA|IN The Fire Wires
12017 USA|VA Lucille Murray Brown Middle School
12018 USA|VA Henderson Middle School
12019 USA|VA Boushall Middle School
12023 USA|TX T-STEM FTC 3
12024 USA|TX Harlingen School of Health Professions
12027 USA|CA Space Cookies
12028 USA|WA Xero
12030 USA|FL Brain Storm
12032 USA|TX RoboSpartans
12033 USA|TX Circuit Breakers
12034 USA|TX Euless RC
12035 USA|CO Titan Technos
12038 USA|IL Anonymous Hackers
12039 USA|TX Defcon 1
12043 USA|IN Power Surge
12045 USA|MN Thunder Knights
12047 USA|RI Iron Lions
12048 USA|TX BoSCo SRRT Alpha (Search & Rescue Response Team)
12049 USA|MN Iron Wolves
12050 USA|OR Master Cats
12051 USA|IL Not Not Nerds
12053 USA|MO Tezmynenne Botz
12054 USA|CA Spicy Meme Boys & Girls
12056 USA|OH Aves Ablaze
12057 USA|OR Artificial Unintelligence
12058 USA|TX Artifactors
12060 USA|TX Adelitas Robotics
12061 USA|TX BUCCANEER ENGINEERS
12063 USA|MD The Mandelbots
12064 USA|WA Wildcats
12067 USA|IL King Robotics - Mustangs 
12068 USA|MI Order of the Phoenix
12069 USA|WA Cataclysm
12073 USA|CA The Trisectors
12074 USA|OR Rocket Robotics - Dragons
12075 USA|MI Menominee Jr High
12076 USA|OR SUHS Robotics
12077 USA|MO NRTCBOTS
12080 USA|NC Viking Vortex
12083 USA|IL Doodle Bots
12084 USA|PA Really... Simple Machines
12085 USA|MI Royal Oak Robotics Fighting Bulldogs
12089 USA|WA Hypernova
12090 USA|FL DEN IN BLACK
12091 USA|IN Bermuda Bots
12092 USA|IN Bravo Bots
12093 USA|TX Hogbotics
12094 Canada|AB Team TWOSE
12095 USA|MI S.T.E.M Warriors
12096 USA|VA Absolute Zero
12099 USA|OH All Stars
12100 USA|OH Independence HS
12101 USA|MI Bangor Middle School
12102 USA|FL Patriot Programmers
12105 USA|CA Robonox
12106 USA|TX LFC Robotics
12109 USA|CA Retrofuturism
12110 USA|OR Rocket Robotics - Titans
12111 USA|MI Royal Oak Robotics Fighting Bulldogs
12112 USA|MI GCMS Circuit Breakers
12113 USA|MI Armadillo Pups
12114 USA|MT Husky Power
12115 USA|TX JECA RoboRaptors
12116 USA|NJ Redbots
12118 USA|MD GaCo North High
12123 USA|CT Granby Grunts FTC
12126 USA|TX Cedar Creek EagleBots 
12128 USA|OR Sky View
12129 USA|OR Pumabots
12130 USA|IN Ravemen Robotics
12132 USA|OR BioBotz2.0
12134 USA|MD GaCo South High
12135 USA|KS Finding Emo
12136 USA|CA ICahn Robotics Society
12139 USA|TX Mini Adamas
12146 USA|WY HEM botics
12147 USA|MA Shtark Industries
12152 USA|IA Comets
12153 USA|RI Jaguars
12154 USA|UT Highland Hikers
12155 USA|CO Roaring Fork High School STEM
12156 Canada|BC Pacific School of Innovation and Inquiry
12157 USA|TX SOC-Bot Robotics
12158 USA|OH Mifflin HS
12159 USA|UT TOO LEGIT TO QUIT
12160 USA|UT NUCLEAR CORE
12163 USA|NY Heuvelton Central School
12164 USA|PA B.C Crusaders 2
